,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
3_cell_C10_fld3_5,8.744221666,4.919185255,8.279542734,7.300776216,9.304623657,6.911924781,8.410773429,9.74668439,2.707575386,7.028744738,6.80791648,8.891411363,5.14482885,11.78579643,8.785315317,10.83687054,8.783550107,6.596693417,10.17424103,1.744707846,6.271326372,8.476768317,6.777037628
3_cell_C10_fld3_6,8.901009516,4.473205366,9.629940839,6.28599363,8.915547414,7.411086598,8.440897074,9.478021378,2.546810776,6.728627038,6.107172604,8.634851575,5.156828613,10.52935817,7.964675136,9.849724883,8.166114701,5.89786013,9.523404941,2.017112635,5.31476052,7.215889741,2.509166595
3_cell_C10_fld3_7,8.229607829,3.966906277,8.139122193,6.158246675,8.472359746,6.529239274,8.294012776,7.586559513,2.153651537,5.868195662,5.62732968,7.967468362,4.619829928,9.458819528,6.699583334,8.871596082,7.118055878,4.742827792,8.604286228,2.317329456,7.704144465,6.020798239,4.040209967
3_cell_C10_fld3_8,8.729012422,3.116555726,10.68055031,6.268748937,9.298158564,5.7547414,8.760354841,9.339697012,2.510539998,6.530051147,6.124331394,8.887846599,5.269087061,10.94823651,8.328735909,10.2304836,8.183810076,5.637792083,9.608725809,3.69743656,5.848474023,6.045941275,4.635572166
3_cell_C10_fld3_9,8.385158672,4.15080764,9.266195966,6.274026587,8.739702638,6.50347302,8.904893523,9.035887487,3.073182309,6.716787075,7.234595692,8.710832745,4.727185461,10.64468642,7.874514461,9.876831352,8.082740286,5.860024553,9.259291592,3.084409962,5.991949787,7.28514346,4.613687659
3_cell_C10_fld3_10,8.344644574,3.917483757,8.909304172,5.900937684,8.614850793,6.455039215,8.104519406,8.931067882,2.17012387,6.257357532,6.01870273,8.164632052,4.543683034,9.892357227,6.898661548,8.987868934,7.337745128,5.419163565,8.963175195,1.84478189,4.944330872,6.946479287,2.434108488
3_cell_E09_fld9_1,8.780886899,4.514387195,8.517728899,7.381517509,8.908852075,7.72667076,8.202629981,9.175117624,2.172800029,5.470489685,7.346145335,8.990692394,5.31203505,9.463289592,6.640267113,9.037550518,7.130592403,4.42604726,9.126390494,2.442430409,4.896527391,-0.563941421,5.822892501
3_cell_E09_fld9_2,8.378390361,4.960306863,8.931279756,7.625945619,9.510985691,7.059969744,7.017045464,8.816326739,2.263136532,6.051870593,6.551019355,9.125018159,4.518549232,9.974314059,7.473743906,9.582129941,6.955427118,5.134778569,9.192942192,3.561435567,5.311554157,7.36551732,5.822049322
3_cell_E09_fld9_3,8.220535649,3.820294546,7.479818012,7.104842401,8.599039088,7.044665901,6.160382584,7.66473118,1.360821872,5.279294419,4.496861749,8.433316182,4.398325879,9.083289043,6.443245623,8.693377255,6.428549949,4.707996637,8.873576278,1.631598901,4.70378727,6.388719297,5.311939416
3_cell_E09_fld9_4,8.132611075,4.849748382,9.580107251,6.779848278,9.043975203,5.085255211,7.277688646,9.046484334,2.261313009,6.048735833,3.486960891,8.937530118,4.718072073,9.600957256,7.257981032,9.2387469,6.968931771,5.020701358,8.905213752,2.933518123,5.39228354,7.333723415,4.401830799
3_cell_E09_fld9_5,8.421445759,3.765523083,8.576808536,7.40892378,10.13727319,6.506761343,7.326106417,9.243518598,2.864456913,5.806674843,4.326586344,9.117440032,4.836463615,10.35843727,7.719227007,9.813467135,7.779835049,5.843076994,9.494163601,3.176442365,5.831041187,7.262128203,3.776266252
3_cell_E09_fld9_6,7.919805102,3.259170972,10.72524476,7.501782991,10.072167,6.494235252,7.509831038,8.500800972,2.510968341,5.713521761,5.781915055,9.088039037,5.16982534,9.214552964,6.327138294,8.732097431,7.111431932,5.03656602,9.202734669,4.174330618,5.513132917,6.756162227,3.340582739
3_cell_E09_fld9_7,7.869192633,4.113482872,9.4893537,6.289209779,9.179905798,6.800585903,6.935907821,7.677339023,1.281718036,5.321772968,6.417378423,8.467590137,4.100053923,8.95717794,6.259095949,8.380831434,6.080219239,4.587581808,8.423027072,2.087111917,4.934991079,6.648571618,3.641125752
3_cell_E09_fld9_8,8.252651026,3.991435004,9.293526282,7.500118688,9.646436783,4.867996562,7.285232705,9.377092275,3.035965804,5.948825422,6.205486556,9.364835893,5.583576274,10.3290627,7.993200064,10.00116348,7.281231942,5.431178431,9.425946904,3.968090355,5.53292549,6.845465732,4.817348183
3_cell_E09_fld9_9,9.076743684,5.385814788,11.23883588,7.206504527,9.690864641,7.183882691,8.614304477,9.501597223,2.827931966,6.908209521,7.114731653,9.397123354,5.581375069,10.83368396,8.568398772,10.58138948,8.018921437,5.990256698,10.12897418,3.488270683,5.578712906,7.086794824,5.460368901
3_cell_E09_fld9_10,8.248410244,3.778546667,10.50471714,6.768019508,9.13695947,7.313724353,7.044569561,7.85514087,1.964759731,5.093371126,6.562644658,8.763095876,4.428429186,9.482646429,6.885747099,9.146061211,6.43907361,4.933971498,8.672914967,3.560953843,4.9609219,6.467154004,5.558353717
3_cell_E05_fld3_1,7.841805626,4.890828202,9.883897846,7.276977847,-0.514559226,5.77978467,8.605373392,8.830425022,2.922876118,5.211644812,6.948700432,8.980011138,4.712488854,9.689734731,7.022022248,9.228968034,7.093812871,5.156400198,8.579459338,3.974096581,5.567125675,5.026230281,2.109857105
3_cell_E05_fld3_3,8.374669678,3.315755308,10.08138692,7.21307958,8.758436484,6.875629422,9.081461705,8.41497102,1.224209918,6.055740331,8.522447314,8.909510009,4.277982171,9.932034999,6.775194233,9.225050139,7.125651994,5.306841721,9.330498123,3.967666115,5.12966459,6.407511086,4.180682484
3_cell_E05_fld3_5,7.878310224,3.20588141,9.130971099,6.979295974,8.041715849,6.627556615,8.474400013,7.68873584,2.467416946,4.348329144,6.052041646,8.62431093,3.702021267,8.224309975,4.799367361,7.282910777,6.178637366,5.169107822,8.567529866,3.112173914,4.775064696,5.397133489,1.989638174
3_cell_E05_fld3_6,8.554442229,3.803031811,11.03199427,7.565787752,8.253381145,7.584161835,8.605826396,8.199774999,2.318263957,5.394484187,4.511404352,8.937464088,4.860383061,9.653070769,6.558217053,8.751879897,6.612078189,5.08462582,9.56989454,3.016900139,4.408913249,4.068733387,2.166358219
3_cell_E05_fld3_7,9.410850826,3.963567355,9.620238858,7.697544431,8.307577914,7.972718445,9.227536046,9.306041622,9.625304944,6.085000455,7.425195407,9.358703271,5.252044144,10.43474072,7.826048871,9.876599283,7.781952485,6.003824432,9.396091857,3.119693219,5.297514898,5.183652127,4.873717673
3_cell_E05_fld3_8,8.090057389,3.459879329,9.905757579,8.03177396,10.13073545,6.982331251,8.738217981,8.732359399,2.144495662,6.350457492,8.360206688,9.506905195,4.258679562,10.46653844,7.266450773,9.562685576,7.721077577,5.867783362,9.965610878,5.454047006,5.47538053,7.835166371,2.180865391
3_cell_E05_fld3_9,9.12672011,3.811830065,10.19951875,8.804702751,8.82935292,8.717266678,8.951154917,9.850426136,3.166025876,5.919974278,7.236293602,9.284864164,5.465259278,10.93186469,8.46961087,10.51069902,7.990986185,5.774844917,10.1906981,3.65576257,5.607922446,3.978463397,2.513189535
3_cell_E05_fld3_10,8.109112168,3.146029278,10.1542856,6.360069342,8.473862376,7.417524374,7.628473147,8.071688305,2.368020282,4.82516929,8.640279985,8.419898208,3.959690167,9.147790295,6.004876791,8.145141384,6.128402027,7.052629193,8.923620926,1.675069326,4.476656646,5.822983312,3.351060878
3_cell_E05_fld3_11,8.842994197,4.21617446,10.65360119,8.240200874,9.030151482,7.871825024,9.061979569,9.124765935,2.475169659,6.563156319,7.950766985,9.406212078,5.134284005,10.29160129,7.692483026,9.705458489,7.661049497,5.694896386,9.620984295,4.56686275,5.592724801,7.104789717,5.311519374
3_cell_E05_fld3_12,7.716491397,3.73029988,10.36817664,7.184471088,9.25183866,5.56745741,8.86703878,7.273082072,3.034246732,5.529972669,6.011082652,8.678311277,4.011342966,9.442422043,6.360932218,8.800809597,6.334782404,5.365279918,8.699096429,3.623890522,4.982995144,6.685958178,2.77264208
3_cell_E08_fld8_1,8.21361124,4.868123673,10.39579676,6.629571529,9.317440923,7.092157176,7.262727957,7.824094485,1.885289739,5.705211275,6.578751499,8.673991577,4.817689911,9.181027276,6.400830635,8.805415601,5.983948875,4.892088543,8.803288437,3.462304808,4.716574571,7.030382609,3.996514953
3_cell_E08_fld8_2,8.407220355,3.442473336,8.113402324,8.00032633,8.402710069,6.533177733,6.961978463,8.582164841,2.923109403,5.521228251,8.03510069,8.956356056,5.243503428,9.071242869,6.5075392,8.861769319,6.703154456,4.412877155,9.118164589,4.375580975,4.860066938,5.913274783,4.048931638
3_cell_E08_fld8_3,8.648559016,3.744619463,10.90145055,7.741317444,10.23963989,6.842400227,7.845306954,9.078463695,3.486873447,6.834560032,7.503166435,9.604220414,5.629539966,10.63882797,8.082047338,10.22349885,7.588480952,5.918452951,9.990272123,4.170470351,5.733493832,7.349947575,3.321057525
3_cell_E08_fld8_4,8.058300683,3.468776547,10.70645883,6.622650619,8.812692607,6.414712731,6.765219237,7.690054936,1.558902753,5.461053593,7.121619693,9.025615474,4.223399489,9.280794123,6.672187105,8.883964368,6.24235317,4.848311162,8.970156975,2.98232359,4.837209284,6.568912084,5.109758193
3_cell_E08_fld8_5,8.15423354,3.574195878,9.493454007,7.796976341,9.344706377,6.14222683,7.305830322,7.629413745,2.13283661,6.045471337,7.110975976,8.841660363,4.637161191,9.34060699,6.410795308,8.809654416,6.099017818,4.757893905,9.009105918,4.489657335,4.845690341,5.686046967,2.639436912
3_cell_E08_fld8_6,8.857653071,5.673054412,9.637888984,8.579277809,9.601372818,7.011977457,7.431062501,8.722584037,2.682630072,6.730805274,7.737012029,9.341126209,5.554159527,10.50881056,8.331276536,10.29418532,7.642087934,5.791202342,9.902315221,4.449150196,5.702072619,7.14918035,5.80111349
3_cell_E08_fld8_7,8.024424835,4.095317432,10.98166275,5.866690219,9.25747254,5.924623951,7.130575286,7.842028954,2.724712763,5.561385104,8.667324304,8.767144838,4.70259717,9.408780312,6.69886229,8.889704616,6.538034411,4.840064474,8.930019941,4.779013668,5.234015724,6.89172008,5.673263421
3_cell_E08_fld8_8,8.491779103,5.88070998,10.50110701,6.993713812,9.401225285,6.732453747,8.107945086,9.171100259,2.654403723,6.40650397,6.830280201,9.34265032,5.489929831,10.66697115,8.245582956,10.33045499,7.49626027,5.964105835,9.503340547,3.839626295,5.629296437,7.657857778,4.807992234
3_cell_E08_fld8_9,8.329375102,4.770852048,9.946799068,7.925860522,10.0106706,7.220685222,7.358069079,8.189518342,2.437745872,6.342235853,8.495517662,9.19767627,5.206381843,10.11428916,7.523600209,9.74989622,6.772572206,5.539034735,9.538297198,4.080715517,5.410669097,6.891536113,5.053754608
3_cell_E08_fld8_10,7.780171737,4.337635606,9.201040917,6.408141213,8.54036564,6.101908069,6.689800142,8.197216599,1.757667534,5.432761773,3.896584059,8.454306221,3.819971387,9.045106667,6.121448553,8.467585598,6.243852435,4.357701522,8.406949891,2.720616353,4.911074726,6.43053875,4.755238708
3_cell_D06_fld2_1,7.496445695,3.700507637,8.830207769,7.043774875,9.708553693,5.350550548,7.492366426,8.856577868,2.002187364,5.879738148,9.552144576,8.710122669,3.761531557,10.32971188,7.668853892,9.820052319,7.420231915,5.754871459,9.340500268,2.876961883,5.578555772,7.717480527,4.862393362
3_cell_D06_fld2_3,9.999408649,4.270371461,10.26197952,7.397389277,8.824189705,8.240041005,9.702066356,9.606326908,2.940676361,7.781645031,7.324212457,9.606790973,5.917197618,11.42873462,9.334717109,11.18615433,8.395811468,6.232407956,9.552570665,2.788679614,6.128450536,6.906858127,3.272248817
3_cell_D06_fld2_4,9.641149496,5.528834526,11.53055213,7.073197325,10.15730961,7.106222145,9.661797181,10.60268944,2.736959297,7.656437146,8.020790451,9.877648664,5.681033276,12.41873462,9.629931033,12.11312035,9.348195123,7.064478374,10.72232825,3.647914108,6.713459995,9.025124657,4.648607437
3_cell_D06_fld2_5,9.046753803,4.992975513,10.72636656,6.254789384,9.361974352,6.865151189,8.715818261,9.803559501,2.710678225,7.323189814,5.549511285,9.335154048,4.699074186,11.15446994,8.706686877,10.64476934,8.408465952,6.385959548,9.931628464,3.026451999,5.979435117,8.042355127,5.500544804
3_cell_D06_fld2_6,8.400807523,5.372534102,8.922733097,7.967854764,10.38714539,6.227396436,7.881114831,10.33327137,2.585664701,6.623850308,5.89923912,9.619673073,4.866603437,11.55129424,9.12315657,11.05641001,8.75919538,6.438669045,10.16037382,6.549677209,6.520749169,4.599325629,6.901622058
3_cell_D06_fld2_7,7.708844482,3.860155993,8.116539722,6.873331122,8.834325868,5.882178564,7.4721969,7.645135773,1.178484535,5.633112478,6.978199485,8.411805084,3.773078382,9.933493551,7.204524675,9.271974968,6.811533108,4.718000701,8.445297074,3.518547292,9.602759194,6.035757761,3.105599669
3_cell_D06_fld2_9,9.311969523,4.982028558,10.84952389,6.09319683,9.330899592,7.435105912,8.573079143,9.869084982,2.853604899,7.365624983,5.885739177,9.315287049,4.731646002,11.44395162,9.12030102,10.85306659,8.545392387,6.517161581,9.769200489,3.16727331,5.981596383,8.438843312,5.687061527
3_cell_D06_fld2_10,8.142901644,3.41596344,9.418015916,6.541869971,9.191099229,5.747272179,7.760333616,8.417219382,1.755994013,5.66626914,6.765244736,8.705686885,4.017920217,10.28625348,7.592324462,9.533257773,7.210811245,5.822114449,8.578686486,3.101315092,4.786820281,7.399207927,3.118286637
3_cell_D06_fld2_11,8.432231014,4.117687063,10.18259493,6.790785346,8.979685958,5.936451963,7.994654115,8.422610705,2.08216806,6.457024222,9.761310654,9.032835502,3.823827035,11.18773168,8.886622751,10.67055549,7.941074347,6.115705148,9.50145388,3.080301484,4.953918019,6.276181832,5.904325138
3_cell_D06_fld2_12,8.696751696,4.401786704,10.28250954,8.149792182,9.388960337,7.337645916,8.112956533,9.444244871,3.536249699,5.492865689,8.352120973,8.947802888,4.762551101,10.0518228,7.531248964,9.542086293,7.521191004,5.282706012,8.861329692,5.150026139,5.471751235,7.389566234,6.349069053
3_cell_C04_fld2_1,8.909717001,3.260653852,9.996194811,6.948841364,8.286118614,8.418106507,7.899643969,8.640921939,2.660880432,6.593903831,7.177759359,8.609086018,5.019527251,10.27335367,7.584354109,9.833430572,7.330213765,5.629761731,9.626724574,1.547254621,5.290258454,4.971957511,3.002408785
3_cell_C04_fld2_2,8.223284584,3.381561426,10.47894523,6.507178908,7.965153076,6.892877239,8.035431705,7.699343669,2.604002284,5.339910247,5.356289916,8.581864134,5.104026685,10.01667639,7.295674603,9.329947991,6.528127745,5.507770003,8.500954378,0.796081834,4.939297403,2.80306008,5.093851232
3_cell_C04_fld2_3,8.951067227,4.054605825,10.16267569,7.664441921,7.663850118,6.767503339,7.526961677,9.339461874,3.002404662,5.911357738,9.731901565,9.356635249,5.255487166,10.89552768,8.060420546,10.35239162,8.013397546,5.82458122,10.00072327,3.432317345,4.967423337,1.13430308,6.665577926
3_cell_C04_fld2_4,8.699607777,3.566888793,10.64724746,7.831335667,9.233165093,7.154512467,8.137364597,10.25537386,3.626356372,7.263858045,8.515945179,9.548119029,6.176963243,11.88060391,9.658722471,11.45810198,8.71257032,6.647365988,10.31757333,5.00478789,6.781119874,6.101923463,3.635585057
3_cell_C04_fld2_5,9.462830918,5.703755124,11.02508266,7.946934872,9.669246619,7.548940079,8.498827306,10.54445701,3.452082395,8.106657041,5.903679477,9.507333624,6.236020622,11.94751013,10.17787082,11.96459648,9.292674436,6.750290312,10.77528782,4.769104934,6.582716908,7.31102177,5.770525762
3_cell_C04_fld2_6,9.602213107,4.431465408,11.61954429,7.977874824,8.758429239,8.328022274,8.770088384,10.51291163,3.3177225,7.339399914,7.96250758,9.382439827,5.619824269,11.79787874,9.750403798,11.70539705,8.62707816,6.327826359,10.4456172,2.619948722,6.174392777,2.232153158,6.071897277
3_cell_C04_fld2_8,8.673161473,4.264544085,9.845541748,6.741055857,8.57158874,6.690118907,7.630741823,8.952334209,3.06330567,6.743361247,7.452843377,8.675780873,4.625358592,10.80008863,8.348935591,10.29516028,7.786832967,6.048938856,9.805474019,2.850911968,5.698338165,6.71954491,4.914559615
3_cell_C04_fld2_9,9.191089361,4.763326637,12.18925964,9.241867127,9.419521934,7.762052098,7.310945134,9.791468932,3.604704654,7.190421188,8.721822387,9.092535531,6.440751166,11.06945734,8.748532125,10.69799245,8.781843576,5.918941365,10.06675301,6.278643603,6.593312474,6.518210475,4.897732739
3_cell_C04_fld2_10,9.252982921,5.142447594,10.07127152,7.374887622,8.991003493,6.654951919,7.844851545,9.904585546,3.278865991,7.083586515,5.60315728,8.91728469,5.703331442,11.31971985,9.192974202,11.01398735,8.533132174,6.288550136,10.01159026,3.221091541,6.090659707,6.321978323,4.268861507
3_cell_C04_fld2_11,8.478896,3.84523001,10.20975523,6.587989649,8.314651941,6.529006643,7.339569336,8.576194771,3.035607624,6.148817416,5.887382516,8.541426056,4.427495615,10.21507363,7.605498431,9.659187664,7.250142186,5.605225346,9.432884842,3.513025026,5.541437777,6.653653812,4.621366307
3_cell_D07_fld8_1,8.340662125,3.968543094,9.598721665,6.562409971,9.421788411,5.755817344,7.396335209,8.415447242,2.056099212,6.377568808,6.998555736,8.886168411,5.381577244,10.03616646,7.79705011,9.962283706,6.726569301,5.959465292,8.918213363,2.893673836,5.326303709,6.654539297,3.844794638
3_cell_D07_fld8_2,8.236990838,6.074071372,10.14468108,6.24902188,9.8723668,4.93098082,8.505634061,10.50224696,3.193370452,6.886476123,4.618500841,9.677305914,6.387756128,11.3309355,9.606502341,11.40169572,8.288656106,7.004148354,9.837224959,3.854696517,6.79227503,7.825252635,5.836724256
3_cell_D07_fld8_3,7.753029063,4.68644818,9.027508562,8.137455495,10.88212898,4.887428059,7.63971664,10.01311826,3.006297275,6.568599271,7.728658613,9.673127622,5.24811492,11.31265986,9.352745755,11.30629196,8.542906439,7.195822001,9.919221989,3.790548788,6.217952089,8.047659403,5.70507971
3_cell_D07_fld8_4,8.103514402,3.456487365,7.577333255,7.226396144,8.703025899,6.296346729,7.240617692,7.851531244,2.020071243,5.966583383,6.035539802,8.587385143,4.703338831,9.085391259,6.79076258,8.96806863,6.589630936,5.545743531,8.917965742,3.976695943,5.348861659,6.531423571,3.58228274
3_cell_D07_fld8_5,8.835141736,3.44350191,9.406067333,7.496271913,9.817798132,6.863433292,7.696600154,9.480744783,2.711654029,6.946767457,5.952438662,9.406934861,6.352370272,10.70885399,8.38632264,10.45285049,7.595981791,6.455022657,9.921197628,3.875941591,5.861098015,6.10967009,3.998978978
3_cell_D07_fld8_6,8.282301211,5.493776522,8.211487281,8.002946035,9.637299161,5.574505037,7.473423954,9.664153979,3.257957969,7.192008861,5.495415156,9.420463553,5.569887895,11.27475062,9.093193037,11.05197638,8.030327034,7.114297004,9.787480965,3.82598176,5.942554176,7.078082147,4.709831405
3_cell_D07_fld8_7,9.388187048,4.774347965,9.425643045,6.90267417,9.548425887,7.708622558,7.650627833,8.976372492,2.873005522,6.809759043,9.529423444,9.526406915,6.611140038,11.01001423,8.90354683,10.84889977,7.594580179,6.673127264,10.19209292,3.010497741,5.530509327,6.48571045,4.153159949
3_cell_D07_fld8_8,8.420879882,3.337213817,8.787051257,6.064820636,8.603568273,6.534497939,7.045943598,9.171604788,2.612046054,5.988896312,8.942402234,9.05004843,6.027390265,9.674354959,6.816927402,9.125332877,6.512986366,5.558496292,8.898599542,3.334365839,4.852939702,3.631975157,2.142469214
3_cell_D07_fld8_9,8.961989258,4.987394528,9.772808483,6.98985028,9.478734266,6.959970269,8.376468444,10.014961,3.028715151,7.156464472,6.868106744,9.707439236,5.719420567,11.37047076,9.127619022,11.05561494,8.105845728,6.830613277,10.02040761,2.597461919,5.720058069,6.679920873,4.476882278
3_cell_D07_fld8_10,8.596727354,3.774515594,9.39177214,6.770343834,9.091359548,6.57918613,7.724805989,8.919298472,2.437160697,6.542877921,6.899685599,8.93865032,4.649927066,9.971608319,7.591072501,9.645752419,6.926128929,6.145789663,9.197243632,3.530177151,5.163356814,6.594254795,4.176343855
4_cell_C10_fld3_1,7.478549025,3.3505445,7.466109512,6.583077216,7.934150489,5.689717519,7.465272712,6.989504688,1.532554915,5.093791219,7.151710879,7.381810058,3.437642021,8.436739241,5.857454441,7.625518955,5.515856375,3.52887589,8.136205487,3.251516713,4.000350096,5.465394143,4.06054716
4_cell_C10_fld3_2,8.284712565,3.735633265,9.771707269,6.439285611,9.077778089,6.223731526,8.600605413,8.127195161,1.329133361,6.378753072,4.797176193,8.482716044,3.910545243,9.376418225,7.145477721,8.393353735,7.028900224,4.701898922,8.867586836,3.252116054,4.874458954,7.731119361,3.679402003
4_cell_C10_fld3_3,7.916811966,3.316099306,7.72005776,6.598282849,8.041762157,6.431049157,8.428883953,7.278214047,1.667252943,5.513916461,6.515539918,8.018187996,3.989687047,8.094896742,5.674415918,7.685332086,5.760883483,4.199744682,8.499361353,2.61753396,4.459429931,6.042661882,3.380240928
4_cell_C10_fld3_4,7.483426613,4.559071062,8.036254126,5.377388781,8.687991731,5.922941494,7.319636042,8.039150137,1.377677681,5.056265643,6.016268945,7.862158296,3.828965269,8.462316761,6.003189105,8.29364885,6.405314328,4.251062748,8.248670078,0.378390049,4.504974443,6.650674416,3.114839076
